,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.8,tp_0.85,tp_0.9,tp_0.95,tp_1.0,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.8,fp_0.85,fp_0.9,fp_0.95,fp_1.0,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.8,tn_0.85,tn_0.9,tn_0.95,tn_1.0,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.8,fn_0.85,fn_0.9,fn_0.95,fn_1.0,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.8,tnr_0.85,tnr_0.9,tnr_0.95,tnr_1.0
0,metrics_sim_Sep_2021.json,0.05,0.5,0.9,0.95,1.0,0.33210332103321033,0.25497835497835497,-0.05,79.4,4,10,20,30,32,34,36,38,40,27,39,42,71,72,77,93,127,189,204,192,189,160,159,154,138,104,42,36,30,20,10,8,6,4,2,0,0.883117,0.831169,0.818182,0.692641,0.688312,0.666667,0.597403,0.450216,0.181818
