,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.8,tp_0.85,tp_0.9,tp_0.95,tp_1.0,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.8,fp_0.85,fp_0.9,fp_0.95,fp_1.0,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.8,tn_0.85,tn_0.9,tn_0.95,tn_1.0,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.8,fn_0.85,fn_0.9,fn_0.95,fn_1.0,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.8,tnr_0.85,tnr_0.9,tnr_0.95,tnr_1.0
0,metrics_sim_Sep_2021.json,0.3170731707317073,0.6585365853658537,0.9024390243902439,0.926829268292683,1.0,0.3992673992673993,0.1819806560134567,0.21951219512195122,63.21951219512195,4,10,20,30,32,34,36,38,41,6,9,27,49,51,78,81,103,188,226,223,205,183,181,154,151,129,44,37,31,21,11,9,7,5,3,0,0.974138,0.961207,0.883621,0.788793,0.780172,0.663793,0.650862,0.556034,0.189655
