,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,loss,erf_0.1,atd,tp_0.1,tp_0.25,tp_0.5,tp_0.75,tp_0.8,tp_0.85,tp_0.9,tp_0.95,tp_1.0,fp_0.1,fp_0.25,fp_0.5,fp_0.75,fp_0.8,fp_0.85,fp_0.9,fp_0.95,fp_1.0,tn_0.1,tn_0.25,tn_0.5,tn_0.75,tn_0.8,tn_0.85,tn_0.9,tn_0.95,tn_1.0,fn_0.1,fn_0.25,fn_0.5,fn_0.75,fn_0.8,fn_0.85,fn_0.9,fn_0.95,fn_1.0,tnr_0.1,tnr_0.25,tnr_0.5,tnr_0.75,tnr_0.8,tnr_0.85,tnr_0.9,tnr_0.95,tnr_1.0
0,metrics_sim_Sep_2021.json,0.325,0.65,0.925,0.95,1.0,0.4132841328413284,0.16298701298701299,0.225,58.15,4,10,20,30,32,34,36,38,40,2,5,27,55,56,63,80,105,183,229,226,204,176,175,168,151,126,48,36,30,20,10,8,6,4,2,0,0.991342,0.978355,0.883117,0.761905,0.757576,0.727273,0.65368,0.545455,0.207792
1,metrics_sim_Sep_2021.json,0.05,0.5,0.9,0.95,1.0,0.33210332103321033,0.25497835497835497,-0.05,79.4,4,10,20,30,32,34,36,38,40,27,39,42,71,72,77,93,127,189,204,192,189,160,159,154,138,104,42,36,30,20,10,8,6,4,2,0,0.883117,0.831169,0.818182,0.692641,0.688312,0.666667,0.597403,0.450216,0.181818
2,metrics_sim_Sep_2021.json,0.3170731707317073,0.6585365853658537,0.9024390243902439,0.926829268292683,1.0,0.3992673992673993,0.1819806560134567,0.21951219512195122,63.21951219512195,4,10,20,30,32,34,36,38,41,6,9,27,49,51,78,81,103,188,226,223,205,183,181,154,151,129,44,37,31,21,11,9,7,5,3,0,0.974138,0.961207,0.883621,0.788793,0.780172,0.663793,0.650862,0.556034,0.189655
